Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
30,141,568,521,65,146,30,1,23,62,5,1,38,103,.280,.336,.474,.810,117,247,14,7,0,2,3
31,135,540,479,66,134,32,0,14,59,3,2,50,83,.280,.351,.434,.785,110,208,19,5,1,5,1
32,147,592,546,68,143,36,1,23,75,0,0,41,119,.262,.316,.458,.774,111,250,16,3,0,2,1
32,98,407,375,48,104,23,1,18,58,0,0,29,81,.277,.329,.488,.817,126,183,12,1,0,2,1
32,49,185,171,20,39,13,0,5,17,0,0,12,38,.228,.286,.392,.678,80,67,4,2,0,0,0
33,93,368,323,45,76,15,0,12,51,4,0,38,85,.235,.318,.393,.711,80,127,6,3,0,4,1
33,38,146,124,24,40,10,1,6,40,0,0,19,18,.323,.404,.565,.969,147,70,3,0,0,3,1
34,52,213,190,23,46,9,3,8,31,0,0,19,40,.242,.305,.447,.753,101,85,6,0,0,4,0
35,110,352,309,34,71,21,0,7,42,1,0,36,80,.230,.313,.366,.678,83,113,8,3,0,4,1
35,90,321,283,34,69,21,0,7,40,1,0,33,73,.244,.324,.392,.716,93,111,6,2,0,3,1
35,20,31,26,0,2,0,0,0,2,0,0,3,7,.077,.194,.077,.270,-26,2,2,1,0,1,0
23,37,115,101,16,19,5,2,3,9,3,1,12,33,.188,.287,.366,.653,76,37,1,2,0,0,0
24,95,315,284,41,70,17,2,11,38,6,0,30,67,.246,.318,.437,.755,102,124,4,0,1,0,3
24,21,25,23,2,4,1,0,0,1,1,0,2,6,.174,.240,.217,.457,31,5,0,0,0,0,1
25,58,222,195,29,55,7,2,8,32,2,2,21,41,.282,.347,.462,.808,128,90,6,1,0,5,0
26,127,537,493,90,134,31,3,17,58,5,3,38,104,.272,.325,.450,.776,123,222,5,2,2,2,0
27,159,686,630,78,161,23,2,26,83,4,1,45,164,.256,.308,.422,.731,104,266,6,5,2,4,1
28,157,672,594,91,161,35,5,18,75,2,3,67,118,.271,.348,.438,.786,116,260,10,6,0,5,0
29,155,654,569,77,139,23,2,19,71,5,1,71,134,.244,.333,.392,.725,96,223,10,8,0,6,4
30,137,552,491,71,102,18,2,19,57,6,2,53,133,.208,.283,.369,.652,79,181,9,1,0,6,2
31,152,632,552,92,128,29,1,33,74,4,1,70,162,.232,.325,.467,.792,107,258,14,7,0,2,7
32,54,228,190,35,43,9,0,16,40,1,1,28,50,.226,.338,.526,.864,130,100,6,6,0,4,0
33,51,182,166,17,39,8,0,5,17,1,0,15,41,.235,.297,.373,.670,81,62,2,0,0,1,0
22,27,62,59,5,10,4,0,2,4,0,0,2,17,.169,.210,.339,.549,38,20,0,1,0,0,0
23,29,63,62,5,12,3,1,1,5,1,0,1,15,.194,.206,.323,.529,39,20,1,0,0,0,0
24,87,278,254,41,71,18,3,7,28,1,2,19,50,.280,.327,.457,.784,109,116,1,1,0,4,1
25,156,673,611,85,148,29,5,32,85,11,1,55,151,.242,.305,.463,.768,112,283,15,2,1,4,8
26,114,441,385,54,87,19,2,12,56,9,2,46,86,.226,.307,.379,.686,91,146,4,2,1,7,1
27,109,396,363,53,96,16,7,12,54,1,1,28,63,.264,.316,.446,.763,116,162,3,1,0,3,0
28,149,582,526,67,143,25,4,20,77,10,2,49,65,.272,.333,.449,.781,116,236,7,0,1,2,1
29,68,272,243,33,72,11,1,8,28,5,0,28,34,.296,.368,.449,.816,124,109,7,0,0,1,5
29,47,167,155,20,40,6,0,2,9,3,3,11,22,.258,.307,.335,.643,74,52,1,0,0,0,0
30,134,540,477,77,150,34,4,13,82,7,3,43,72,.314,.363,.484,.847,130,231,9,0,1,12,1
31,134,487,433,63,105,13,2,17,47,7,2,49,77,.242,.318,.400,.718,97,173,9,0,1,2,3
32,141,550,501,57,138,19,3,14,56,5,2,36,66,.275,.319,.409,.728,89,205,9,0,1,9,1
33,56,210,188,22,46,11,1,4,23,1,0,20,42,.245,.316,.378,.693,89,71,5,0,0,1,0
34,54,158,151,15,39,11,0,2,21,0,0,6,31,.258,.285,.371,.656,76,56,4,0,0,1,0
27,18,27,25,0,0,0,0,0,0,0,0,2,2,.000,.074,.000,.074,-76,0,0,0,0,0,0
28,47,148,135,18,34,6,1,4,16,0,1,9,28,.252,.295,.400,.695,92,54,2,0,2,2,1
29,84,287,269,26,75,10,2,9,35,1,0,16,39,.279,.321,.431,.752,113,116,2,1,0,1,2
30,136,511,445,58,116,21,3,18,71,0,2,56,97,.261,.341,.443,.783,117,197,9,2,0,8,6
31,137,532,490,54,123,30,2,14,56,0,0,35,83,.251,.305,.406,.711,94,199,6,4,0,3,3
32,54,174,157,12,34,8,1,4,20,0,1,16,31,.217,.287,.357,.644,75,56,1,0,0,1,1
32,45,129,122,13,31,7,0,8,20,0,0,5,25,.254,.281,.508,.789,100,62,1,0,1,1,0
34,99,280,255,30,67,24,2,10,40,3,1,20,66,.263,.314,.490,.804,110,125,1,1,0,4,1
35,26,81,72,6,12,5,0,1,7,0,0,8,18,.167,.247,.278,.525,43,20,1,0,0,1,0
36,78,238,210,24,41,6,1,7,25,0,0,26,56,.195,.283,.333,.616,65,70,2,0,1,1,2
36,52,151,132,17,28,6,1,5,17,0,0,18,36,.212,.307,.386,.693,87,51,2,0,1,0,1
36,26,87,78,7,13,0,0,2,8,0,0,8,20,.167,.241,.244,.485,28,19,0,0,0,1,1
24,3,1,1,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
25,18,14,11,6,2,1,0,0,0,4,0,2,5,.182,.357,.273,.630,76,3,0,1,0,0,0
26,91,250,212,38,53,12,2,1,17,17,0,14,44,.250,.357,.340,.697,84,72,1,22,1,1,0
27,33,82,69,15,20,4,1,2,7,4,0,8,14,.290,.395,.464,.859,133,32,0,4,1,0,0
28,55,133,118,11,21,2,0,1,5,5,3,6,26,.178,.271,.220,.491,36,26,2,9,0,0,0
28,9,23,21,4,4,2,0,1,2,0,0,1,7,.190,.217,.429,.646,72,9,0,0,0,1,0
26,12,34,26,3,5,2,0,1,4,0,0,5,10,.192,.382,.385,.767,110,10,0,3,0,0,0
27,58,104,91,13,19,7,0,6,15,0,0,6,45,.209,.298,.484,.782,107,44,3,6,0,1,0
25,28,83,69,10,9,2,0,1,5,0,0,10,27,.130,.277,.203,.480,34,14,1,4,0,0,1
23,24,70,59,11,13,3,0,2,4,3,2,8,23,.220,.333,.373,.706,92,22,0,2,1,0,0
29,18,55,50,5,10,2,0,1,8,0,0,4,12,.200,.255,.300,.555,50,15,1,0,0,1,0
26,9,33,27,5,6,0,0,2,5,0,0,5,12,.222,.364,.444,.808,118,12,0,1,0,0,0
27,23,51,42,3,5,0,0,1,8,0,0,5,21,.119,.255,.190,.445,24,8,0,3,0,1,0
25,12,13,13,4,4,1,0,0,4,0,0,0,3,.308,.308,.385,.692,74,5,1,0,0,0,0
26,14,20,19,2,4,0,0,1,4,1,0,1,4,.211,.250,.368,.618,61,7,1,0,0,0,0
27,92,211,201,25,54,9,1,6,24,1,0,9,24,.269,.299,.413,.712,82,83,6,0,0,1,0
28,14,30,29,3,5,0,0,1,1,0,0,1,8,.172,.200,.276,.476,27,8,1,0,0,0,0
28,8,21,20,2,3,0,0,0,0,0,0,1,5,.150,.190,.150,.340,-5,3,1,0,0,0,0
28,10,24,22,3,5,1,1,0,2,0,0,1,2,.227,.250,.364,.614,68,8,1,0,0,1,0
28,6,9,9,1,2,0,0,1,1,0,0,0,3,.222,.222,.556,.778,100,5,0,0,0,0,0
29,34,83,77,7,12,3,1,0,7,1,0,6,17,.156,.217,.221,.438,19,17,2,0,0,0,1
29,9,24,21,3,3,2,0,0,2,1,0,3,7,.143,.250,.238,.488,33,5,1,0,0,0,0
29,7,13,13,0,1,0,0,0,1,0,0,0,3,.077,.077,.077,.154,-58,1,0,0,0,0,0
29,18,46,43,4,8,1,1,0,4,0,0,3,7,.186,.239,.256,.495,35,11,1,0,0,0,1
26,15,18,13,2,2,1,0,0,3,2,2,2,6,.154,.313,.231,.543,51,3,0,1,1,0,0
27,20,39,35,3,5,1,0,0,1,0,2,4,15,.143,.231,.171,.402,12,6,0,0,0,0,1
21,11,37,31,5,8,3,1,0,1,0,0,6,6,.258,.378,.419,.798,117,13,0,0,0,0,2
24,6,13,12,3,3,1,0,0,0,0,0,0,2,.250,.250,.333,.583,56,4,0,0,1,0,0
25,16,33,27,8,8,1,0,1,2,0,0,2,3,.296,.367,.444,.811,120,12,0,1,3,0,0
26,62,171,156,14,36,5,1,0,15,1,1,8,37,.231,.266,.276,.542,54,43,4,1,2,4,0
27,24,65,64,3,18,5,0,2,13,0,0,1,13,.281,.292,.453,.745,102,29,0,0,0,0,0
28,43,129,117,17,27,7,1,2,14,0,1,7,28,.231,.281,.359,.640,67,42,1,2,1,2,0
28,29,94,84,14,20,6,1,2,13,0,1,5,16,.238,.290,.405,.695,81,34,0,2,1,2,0
28,14,35,33,3,7,1,0,0,1,0,0,2,12,.212,.257,.242,.500,34,8,1,0,0,0,0
29,13,29,29,1,7,2,0,0,2,0,0,0,1,.241,.241,.310,.552,46,9,2,0,0,0,0
30,61,166,151,7,31,5,0,1,16,0,0,10,29,.205,.261,.258,.519,45,39,4,2,1,2,2
31,43,129,115,12,32,6,0,4,12,0,1,11,21,.278,.344,.435,.779,105,50,5,1,1,1,2
32,20,33,31,5,5,1,0,0,4,0,0,2,9,.161,.212,.194,.406,12,6,1,0,0,0,0
33,13,34,31,2,6,2,0,0,1,0,0,1,15,.194,.265,.258,.523,43,8,0,2,0,0,0
23,21,30,25,6,7,2,1,0,5,0,0,4,9,.280,.367,.440,.807,109,11,0,0,0,1,0
25,13,24,22,0,0,0,0,0,0,0,0,2,7,.000,.083,.000,.083,-74,0,1,0,0,0,0
25,21,72,65,6,10,1,0,1,4,0,0,6,16,.154,.236,.215,.451,25,14,3,1,0,0,0
28,14,30,26,2,3,0,0,0,2,0,0,4,14,.115,.233,.115,.349,0,3,0,0,0,0,0
28,5,8,8,1,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-30,1,0,0,0,0,0
28,9,22,18,1,2,0,0,0,2,0,0,4,11,.111,.273,.111,.384,10,2,0,0,0,0,0
25,12,17,15,3,2,1,0,0,2,0,0,1,3,.133,.235,.200,.435,20,3,1,1,0,0,0
24,5,10,9,4,4,1,0,1,3,0,0,1,3,.444,.500,.889,1.389,266,8,0,0,0,0,0
24,31,112,99,4,20,3,0,1,5,0,0,12,21,.202,.286,.263,.548,58,26,3,0,0,1,0
25,108,421,385,48,93,22,3,13,41,1,0,32,64,.242,.302,.416,.718,105,160,15,2,1,1,5
26,67,268,239,31,64,14,1,12,41,0,0,23,49,.268,.340,.485,.825,126,116,7,4,0,2,0
27,75,276,251,27,62,7,0,4,15,0,0,19,50,.247,.307,.323,.629,72,81,7,3,2,1,1
28,112,376,348,39,85,19,1,16,57,0,0,23,59,.244,.293,.443,.735,94,154,12,2,0,3,3
29,4,16,15,1,3,0,0,1,3,0,0,1,5,.200,.250,.400,.650,79,6,0,0,0,0,0
30,11,26,24,2,2,0,0,0,2,0,0,2,5,.083,.154,.083,.237,-33,2,1,0,0,0,0
30,10,25,23,2,2,0,0,0,2,0,0,2,5,.087,.160,.087,.247,-30,2,1,0,0,0,0
30,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
30,92,365,327,50,86,16,0,16,67,0,1,30,80,.263,.323,.459,.782,108,150,3,2,0,6,0
31,44,184,165,19,53,8,0,9,34,1,0,16,50,.321,.386,.533,.919,139,88,8,2,0,1,0
32,60,229,209,21,46,14,0,7,26,0,0,17,53,.220,.284,.388,.671,74,81,7,2,0,1,0
20,20,24,24,3,4,1,0,1,1,0,0,0,8,.167,.167,.333,.500,32,8,1,0,0,0,0
21,157,635,571,67,161,32,0,21,76,4,4,53,142,.282,.346,.448,.795,116,256,15,6,0,5,3
22,147,620,540,91,140,33,2,23,94,2,0,64,129,.259,.340,.456,.796,113,246,10,7,0,9,4
23,147,629,551,89,176,27,2,23,109,1,0,66,121,.319,.396,.501,.897,147,276,10,7,0,5,10
24,162,708,607,93,175,43,4,18,78,3,4,90,145,.288,.386,.461,.847,139,280,18,8,0,3,4
25,118,481,416,62,115,27,0,18,66,3,1,56,98,.276,.370,.471,.841,132,196,6,7,0,2,4
26,158,693,589,102,178,43,6,34,91,6,1,89,171,.302,.400,.569,.968,157,335,12,10,0,5,18
27,117,514,440,84,135,35,2,28,71,8,5,65,95,.307,.403,.586,.989,155,258,9,7,0,2,14
28,162,707,618,94,191,44,4,23,98,10,3,76,132,.309,.388,.505,.892,139,312,11,7,0,6,12
29,158,692,597,113,176,34,2,38,121,6,3,87,127,.295,.389,.549,.938,135,328,17,6,0,2,11
30,60,262,214,51,73,23,1,13,53,2,0,45,37,.341,.462,.640,1.102,187,137,6,3,0,0,7
31,159,695,600,120,180,25,2,31,83,8,3,85,107,.300,.393,.503,.896,133,302,11,8,0,2,15
20,57,244,217,34,62,9,5,6,28,8,1,21,36,.286,.354,.456,.810,110,99,3,3,1,2,0
21,158,684,639,105,167,40,5,24,72,14,3,36,116,.261,.305,.452,.757,101,289,9,5,1,3,0
22,160,702,640,102,189,43,8,24,86,15,4,54,112,.295,.352,.500,.852,113,320,2,4,0,4,6
23,29,124,118,21,32,5,0,6,19,3,1,5,30,.271,.306,.466,.773,100,55,0,1,0,0,0
24,156,686,629,103,163,40,7,30,106,20,4,47,128,.259,.310,.488,.799,105,307,4,3,0,7,2
22,38,145,129,20,39,7,1,3,17,3,0,13,34,.302,.361,.442,.803,115,57,2,0,1,2,5
23,144,551,488,59,113,23,2,6,51,3,3,59,120,.232,.312,.324,.636,68,158,7,0,0,4,10
24,136,533,478,51,114,25,4,14,59,10,4,44,122,.238,.304,.395,.699,87,189,5,2,6,3,15
25,127,545,483,77,121,26,3,17,65,10,5,51,124,.251,.325,.422,.748,89,204,7,5,1,5,2
26,60,264,237,49,65,15,0,10,35,5,0,22,71,.274,.345,.464,.809,111,110,0,4,0,1,0
27,160,653,588,78,146,33,2,27,88,9,3,52,167,.248,.311,.449,.760,97,264,7,5,1,7,4
22,80,297,274,41,62,11,1,18,49,0,2,16,108,.226,.279,.471,.750,86,129,4,5,0,2,3
23,51,206,188,24,45,7,1,8,27,0,0,16,49,.239,.301,.415,.716,86,78,5,1,0,1,1
24,160,662,590,91,179,33,1,33,107,0,1,52,168,.303,.367,.531,.898,132,313,11,12,0,8,2
22,70,291,275,31,73,17,4,3,32,5,1,13,57,.265,.303,.389,.693,90,107,6,2,1,0,0
23,153,612,565,72,152,26,5,23,85,3,1,41,164,.269,.317,.455,.772,114,257,12,1,0,5,1
24,123,494,459,47,119,27,0,10,44,2,3,30,110,.259,.308,.383,.691,92,176,10,3,0,2,1
25,148,608,557,75,148,23,6,23,76,0,3,43,115,.266,.321,.452,.773,110,252,11,4,0,4,2
26,159,679,613,93,191,30,2,37,124,1,3,64,144,.312,.376,.548,.924,149,336,18,0,0,2,4
27,148,628,582,69,163,16,2,23,88,3,0,38,110,.280,.325,.433,.758,106,252,10,3,0,4,2
28,130,549,485,80,117,23,1,29,89,12,2,62,114,.241,.328,.472,.800,109,229,21,1,0,1,2
29,60,267,228,38,77,14,0,18,56,0,0,38,60,.338,.431,.636,1.067,177,145,3,0,0,1,3
30,48,208,188,21,40,6,0,7,26,0,0,19,46,.213,.288,.356,.645,68,67,6,1,0,0,0
25,45,107,92,12,23,3,0,1,12,1,1,12,15,.250,.349,.315,.664,86,29,1,2,1,0,0
26,123,426,386,43,96,16,0,6,24,1,5,27,64,.249,.315,.337,.652,79,130,9,11,1,1,2
27,125,337,292,29,69,14,1,5,19,2,4,32,52,.236,.318,.342,.661,87,100,4,4,7,2,0
28,89,231,204,31,46,13,0,5,20,2,2,18,60,.225,.306,.363,.668,80,74,4,6,2,1,0
29,15,36,33,6,7,0,0,2,5,1,0,3,9,.212,.278,.394,.672,82,13,0,0,0,0,0
29,8,18,16,2,3,0,0,0,2,1,0,2,4,.188,.278,.188,.465,31,3,0,0,0,0,0
29,7,18,17,4,4,0,0,2,3,0,0,1,5,.235,.278,.588,.866,130,10,0,0,0,0,0
30,120,347,305,46,67,26,0,5,26,0,0,32,81,.220,.311,.354,.665,75,108,5,9,0,1,3
20,111,487,433,78,127,26,4,26,64,16,5,45,123,.293,.366,.552,.917,143,239,4,6,0,3,2
21,156,715,626,127,175,22,2,41,101,37,9,76,188,.280,.365,.518,.883,121,324,8,9,0,1,4
22,46,202,160,46,40,11,0,14,29,8,1,38,60,.250,.406,.581,.987,156,93,3,4,0,0,2
23,82,360,297,72,84,19,1,24,52,17,6,49,85,.283,.394,.596,.990,155,177,0,9,0,5,2
22,24,97,89,11,26,8,1,5,20,1,0,6,24,.292,.330,.573,.903,146,51,3,0,0,2,0
23,101,404,366,39,96,18,1,10,47,3,1,32,121,.262,.324,.399,.723,99,146,9,3,0,3,5
24,86,264,227,37,54,9,0,12,31,0,0,31,66,.238,.333,.436,.769,103,99,5,3,0,3,0
25,35,110,97,7,14,5,0,2,6,0,0,12,36,.144,.245,.258,.503,35,25,5,1,0,0,1
26,61,257,223,27,59,18,0,9,28,3,1,28,69,.265,.354,.466,.820,123,104,6,4,0,2,0
27,162,679,589,95,156,33,1,48,117,3,1,73,178,.265,.354,.569,.922,137,335,16,10,0,4,3
28,43,174,149,17,34,8,0,8,24,0,0,19,60,.228,.326,.443,.769,106,66,3,3,0,1,0
29,94,360,308,38,59,16,0,13,37,0,0,38,97,.192,.288,.370,.658,76,114,9,5,0,3,0
29,55,242,208,36,56,11,0,14,33,0,0,29,45,.269,.358,.524,.882,128,109,3,1,0,2,0
25,28,77,73,8,14,2,0,3,5,0,0,3,20,.192,.234,.342,.576,63,25,0,1,0,0,0
26,27,72,64,6,14,2,0,5,9,0,0,6,26,.219,.306,.484,.790,112,31,0,2,0,0,1
27,150,608,552,85,133,31,6,33,103,6,5,41,164,.241,.297,.498,.795,106,275,7,6,0,8,1
28,157,647,587,78,146,37,3,31,99,5,3,39,170,.249,.301,.480,.782,99,282,11,10,0,11,1
29,138,427,384,48,75,20,0,15,61,2,2,37,117,.195,.274,.365,.639,70,140,9,5,0,1,3
29,105,370,331,40,68,19,0,15,61,2,2,34,100,.205,.286,.399,.685,82,132,8,4,0,1,3
29,33,57,53,8,7,1,0,0,0,0,0,3,17,.132,.193,.151,.344,-5,8,1,1,0,0,0
30,41,130,120,17,32,4,1,10,19,0,0,7,39,.267,.315,.567,.882,117,68,0,2,0,1,0
31,57,209,190,34,45,8,0,16,33,0,0,15,54,.237,.301,.532,.833,114,101,2,3,0,1,0
32,146,555,513,67,117,17,2,38,113,5,0,35,174,.228,.281,.491,.772,102,252,7,4,0,3,1
32,91,339,314,41,72,10,1,22,68,5,0,21,105,.229,.277,.478,.755,100,150,4,1,0,3,0
32,55,216,199,26,45,7,1,16,45,0,0,14,69,.226,.287,.513,.800,104,102,3,3,0,0,1
23,9,20,18,3,4,1,0,1,3,0,0,1,5,.222,.263,.444,.708,98,8,1,0,1,0,0
24,53,106,97,10,23,6,0,0,5,1,1,5,22,.237,.279,.299,.578,66,29,2,1,2,1,1
25,52,134,113,11,21,7,1,0,11,3,2,15,20,.186,.303,.265,.569,59,30,2,4,2,0,0
26,40,71,63,3,16,2,0,2,7,0,1,2,13,.254,.299,.381,.679,83,24,0,2,4,0,0
27,70,186,162,30,43,9,2,2,24,8,1,16,25,.265,.324,.383,.707,89,62,0,1,1,6,1
28,114,366,335,42,84,23,1,6,39,5,1,24,82,.251,.301,.379,.680,85,127,4,1,4,2,2
29,83,236,202,34,55,8,3,5,22,0,2,20,40,.272,.349,.416,.765,103,84,2,6,2,4,1
30,44,101,89,10,17,7,0,0,3,1,0,11,23,.191,.287,.270,.557,57,24,3,1,0,0,0
31,109,209,182,32,45,9,2,5,28,0,0,21,42,.247,.327,.401,.728,90,73,4,2,1,3,0
22,18,38,28,1,4,0,0,0,0,0,0,9,11,.143,.351,.143,.494,48,4,1,0,1,0,0
23,151,585,480,67,101,19,1,26,54,4,7,92,170,.210,.346,.417,.763,113,200,5,9,2,2,6
24,137,476,406,64,100,26,0,25,68,6,2,63,130,.246,.352,.495,.847,126,201,5,4,1,2,4
25,102,323,273,44,58,20,0,11,35,4,3,39,68,.212,.331,.407,.738,96,111,7,10,0,1,1
26,148,443,395,65,98,27,3,25,56,1,5,40,85,.248,.321,.522,.843,125,206,6,4,1,3,3
27,149,514,450,83,112,16,3,36,74,1,1,50,111,.249,.339,.538,.876,126,242,4,12,0,2,2
28,43,138,121,21,23,4,0,7,16,1,0,11,34,.190,.285,.397,.681,83,48,5,5,0,0,0
29,137,481,429,55,102,19,3,18,61,2,3,39,117,.238,.310,.422,.732,93,181,9,8,0,5,0
29,73,287,256,35,59,11,2,11,39,2,3,22,74,.230,.300,.418,.718,91,107,5,5,0,4,0
29,64,194,173,20,43,8,1,7,22,0,0,17,43,.249,.325,.428,.752,96,74,4,3,0,1,0
22,4,10,10,0,4,1,0,0,1,0,0,0,4,.400,.400,.500,.900,136,5,0,0,0,0,0
23,52,185,163,19,35,4,1,8,23,0,0,19,54,.215,.303,.399,.701,82,65,3,2,0,1,1
24,25,82,72,10,19,4,0,2,9,1,0,6,21,.264,.313,.403,.715,104,29,2,0,2,2,0
25,27,113,106,10,21,5,1,1,8,3,1,6,40,.198,.248,.292,.540,56,31,1,1,0,0,0
25,32,107,98,9,26,5,0,2,7,1,2,6,20,.265,.305,.378,.682,98,37,4,0,2,1,0
26,31,62,54,6,11,3,0,0,4,1,1,5,19,.204,.271,.259,.530,50,14,1,0,3,0,0
26,51,196,178,30,47,9,5,5,20,6,0,16,33,.264,.321,.455,.776,105,81,4,0,0,2,0
27,67,194,182,24,48,20,1,1,22,8,0,8,42,.264,.294,.401,.695,79,73,5,1,0,3,1
28,69,195,172,26,40,8,3,3,14,2,1,20,46,.233,.314,.366,.681,78,63,2,1,1,1,0
29,50,151,134,15,24,1,2,3,9,2,2,15,36,.179,.260,.284,.544,50,38,6,0,1,1,0
30,17,38,31,11,9,3,1,1,4,0,0,7,8,.290,.421,.548,.969,149,17,1,0,0,0,0
31,7,13,11,0,1,0,0,0,0,1,1,2,4,.091,.231,.091,.322,-5,1,0,0,0,0,0
32,64,175,148,20,32,12,0,5,19,1,1,26,38,.216,.331,.399,.730,91,59,2,0,0,1,0
23,122,474,453,60,121,18,15,13,50,11,6,15,118,.267,.289,.459,.748,102,208,5,0,3,3,3
24,92,354,335,52,90,17,2,10,32,5,2,12,91,.269,.295,.421,.716,91,141,4,2,2,3,2
25,151,589,542,79,157,33,2,27,78,9,8,35,106,.290,.328,.507,.836,119,275,10,0,4,8,1
26,138,592,559,87,161,31,2,24,77,8,2,30,104,.288,.323,.479,.803,116,268,4,0,1,2,5
27,137,590,562,91,155,28,1,32,109,3,1,22,86,.276,.300,.500,.800,107,281,10,0,0,6,2
28,57,231,210,31,54,7,0,13,42,3,1,19,34,.257,.316,.476,.792,116,100,3,0,0,2,2
29,78,306,283,29,72,15,1,7,46,9,2,17,47,.254,.296,.389,.685,86,110,3,1,2,3,0
29,33,106,96,13,26,4,2,7,16,2,1,9,14,.271,.330,.573,.903,131,55,1,0,0,1,0
28,7,16,16,2,2,0,0,0,0,0,0,0,6,.125,.125,.125,.250,-30,2,1,0,0,0,0
29,87,294,276,23,78,17,0,4,30,0,0,9,46,.283,.309,.388,.697,88,107,9,3,2,3,0
30,52,187,171,21,50,6,0,3,21,1,0,10,18,.292,.348,.380,.728,102,65,5,5,0,1,0
31,67,211,191,21,48,12,0,5,20,2,0,16,37,.251,.318,.393,.710,87,75,8,3,0,1,0
32,17,38,31,3,8,3,0,1,8,0,0,5,11,.258,.378,.452,.830,134,14,1,1,0,0,0
33,3,5,4,2,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,44,1,0,0,0,0,0
33,30,101,91,6,15,3,0,0,3,0,0,10,29,.165,.248,.198,.445,20,18,3,0,0,0,3
23,118,447,418,54,116,18,2,4,27,19,3,25,53,.278,.318,.359,.677,89,150,3,0,4,0,0
24,132,561,524,73,159,27,5,6,45,21,10,26,58,.303,.338,.408,.747,100,214,8,4,2,5,0
25,131,578,522,85,152,24,7,3,29,16,7,45,68,.291,.351,.381,.732,98,199,8,4,5,2,5
26,157,718,662,93,201,27,5,11,57,22,9,49,94,.304,.350,.409,.759,98,271,8,0,3,4,3
27,156,660,597,83,158,27,6,10,61,28,14,49,86,.265,.325,.380,.705,90,227,6,6,4,4,1
28,65,230,199,30,49,11,2,5,24,7,1,26,41,.246,.343,.397,.740,88,79,1,4,0,1,2
29,46,131,116,17,22,2,1,1,10,4,1,12,25,.190,.262,.250,.512,36,29,0,0,1,2,0
30,52,89,79,11,17,2,0,2,10,1,0,7,22,.215,.276,.316,.592,55,25,1,0,2,1,0
21,41,154,145,24,50,10,1,3,24,0,0,4,14,.345,.357,.490,.847,118,71,6,1,0,4,1
