Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
25,160,696,618,116,182,35,6,41,133,2,3,68,103,.294,.362,.570,.932,129,352,17,2,0,8,10
26,159,680,606,100,187,43,7,37,130,3,2,62,106,.309,.373,.586,.959,130,355,21,4,1,6,9
27,156,673,590,104,175,38,2,38,110,2,2,73,122,.297,.374,.561,.935,133,331,16,3,1,6,10
28,155,662,588,102,185,31,2,41,118,3,2,62,93,.315,.379,.583,.962,131,343,14,4,0,8,11
29,48,201,182,23,46,9,0,8,26,0,0,15,20,.253,.303,.434,.738,86,79,7,0,0,4,3
30,157,653,593,81,151,34,3,34,105,2,0,50,96,.255,.312,.494,.807,121,293,20,3,0,7,8
23,61,142,130,29,33,5,0,9,23,2,0,7,57,.254,.303,.500,.803,115,65,0,3,0,2,0
24,60,151,141,18,37,6,0,5,16,1,0,10,53,.262,.311,.411,.723,90,58,3,0,0,0,0
25,50,157,139,20,24,5,0,7,19,3,1,15,43,.173,.261,.360,.621,70,50,3,2,0,1,0
26,138,537,482,89,138,26,2,34,80,15,4,38,168,.286,.352,.560,.912,150,270,8,13,0,4,0
23,32,92,85,10,20,3,0,3,10,2,1,5,24,.235,.283,.376,.659,72,32,1,1,0,1,1
24,138,427,379,61,100,20,2,12,37,15,3,31,125,.264,.334,.422,.756,106,160,1,11,2,4,3
25,128,406,347,54,71,14,3,12,39,11,3,46,117,.205,.314,.366,.680,80,127,3,10,1,2,4
26,50,125,106,21,24,7,2,4,11,3,1,13,40,.226,.336,.443,.779,114,47,2,5,0,1,0
27,103,401,367,45,98,21,1,16,50,9,4,27,85,.267,.324,.460,.785,116,169,4,5,0,2,6
21,35,119,110,11,22,7,1,3,16,1,1,8,35,.200,.252,.364,.616,68,40,3,0,0,1,0
22,149,619,542,79,144,31,4,18,65,2,1,57,152,.266,.343,.437,.780,117,237,5,11,1,8,2
22,3,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,3,0,0,0,0,0,0
23,8,10,8,2,2,0,0,0,0,1,0,1,2,.250,.400,.250,.650,80,2,0,1,0,0,0
25,113,326,288,39,78,8,4,6,27,4,4,17,63,.271,.346,.389,.735,106,112,8,17,1,2,2
25,7,19,15,0,1,1,0,0,0,0,0,4,4,.067,.263,.133,.396,15,2,0,0,0,0,0
26,114,340,296,44,87,22,5,6,46,1,1,34,63,.294,.365,.463,.828,125,137,10,3,0,7,2
27,157,717,626,126,199,55,7,11,78,3,3,72,98,.318,.392,.481,.873,140,301,4,9,3,7,1
28,158,709,595,99,162,33,2,8,59,5,3,95,111,.272,.375,.375,.750,112,223,3,8,2,9,2
29,154,665,574,101,156,44,3,28,84,4,3,81,151,.272,.365,.505,.871,135,290,5,6,0,4,5
30,129,566,473,81,128,36,6,21,68,0,4,81,108,.271,.380,.505,.885,136,239,4,5,3,4,6
31,145,622,497,91,120,31,2,23,69,2,1,109,125,.241,.384,.451,.835,120,224,5,9,2,5,4
32,156,677,564,111,145,42,0,36,81,4,1,102,158,.257,.374,.523,.897,143,295,0,6,0,4,17
33,129,492,416,59,94,20,2,15,46,6,1,63,129,.226,.334,.392,.726,92,163,3,7,1,5,0
34,50,169,140,22,26,6,0,4,24,0,0,23,48,.186,.325,.314,.640,79,44,1,6,0,0,1
35,130,249,207,18,35,11,1,3,21,2,0,35,77,.169,.305,.275,.581,65,57,1,6,0,1,1
24,18,58,53,7,12,2,0,2,7,2,0,4,14,.226,.293,.377,.670,76,20,3,1,0,0,0
25,8,17,16,1,4,1,0,0,4,0,0,0,5,.250,.235,.313,.548,50,5,2,0,0,1,0
26,63,185,161,18,28,7,0,1,9,0,0,20,39,.174,.281,.236,.517,47,38,7,4,0,0,2
22,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0
24,3,6,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,54,1,0,0,0,0,0
25,51,137,119,10,19,0,0,4,11,0,1,17,46,.160,.270,.261,.531,50,31,2,1,0,0,5
23,58,124,109,15,26,3,1,5,15,2,1,13,28,.239,.317,.422,.739,105,46,0,0,1,1,1
22,8,26,25,1,3,0,0,0,1,0,0,1,4,.120,.154,.120,.274,-24,3,1,0,0,0,0
24,42,107,100,15,23,6,0,6,14,2,1,7,30,.230,.280,.470,.750,102,47,3,0,0,0,0
25,56,157,143,10,28,3,0,3,9,0,0,11,38,.196,.263,.280,.543,46,40,4,2,1,0,0
25,55,156,142,10,28,3,0,3,9,0,0,11,38,.197,.265,.282,.546,47,40,4,2,1,0,0
25,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
27,63,90,80,13,21,3,0,3,9,2,0,8,17,.263,.322,.413,.735,104,33,1,0,0,2,0
23,34,44,38,6,12,0,1,4,12,1,1,4,8,.316,.409,.684,1.093,182,26,1,2,0,0,0
24,18,40,36,5,4,2,0,1,2,0,0,4,13,.111,.200,.250,.450,24,9,1,0,0,0,0
25,77,264,226,35,53,15,2,7,28,6,3,37,63,.235,.341,.412,.752,107,93,6,0,0,1,1
25,32,58,48,2,5,1,0,0,1,2,1,10,17,.104,.259,.125,.384,13,6,1,0,0,0,1
25,45,206,178,33,48,14,2,7,27,4,2,27,46,.270,.364,.489,.853,133,87,5,0,0,1,0
24,34,122,113,16,25,4,0,4,14,1,0,7,22,.221,.279,.363,.642,77,41,1,2,0,0,0
25,64,189,178,17,40,14,0,6,21,0,2,9,47,.225,.261,.404,.665,73,72,5,0,1,1,1
26,3,7,4,1,1,1,0,0,0,0,0,3,2,.250,.571,.500,1.071,202,2,0,0,0,0,0
27,22,38,30,5,7,2,0,1,7,0,0,6,11,.233,.342,.400,.742,107,12,0,0,0,2,0
23,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0
24,56,140,120,19,24,4,1,3,21,0,1,16,43,.200,.302,.325,.627,67,39,0,2,1,1,0
25,26,67,59,7,11,1,0,3,9,0,0,7,24,.186,.284,.356,.640,75,21,0,1,0,0,1
26,20,35,32,3,4,1,0,1,4,1,0,2,16,.125,.176,.250,.426,10,8,0,0,1,0,0
28,6,16,16,0,1,0,0,0,1,0,0,0,10,.063,.063,.063,.125,-65,1,0,0,0,0,0
25,7,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
23,5,10,9,0,1,0,0,0,0,0,0,1,3,.111,.200,.111,.311,-10,1,2,0,0,0,0
24,2,4,4,0,2,2,0,0,0,0,0,0,0,.500,.500,1.000,1.500,305,4,0,0,0,0,0
25,3,8,8,0,2,0,0,0,3,0,0,0,1,.250,.250,.250,.500,33,2,1,0,0,0,0
26,40,126,120,18,31,9,0,2,13,0,0,3,27,.258,.272,.383,.655,64,46,6,0,1,2,0
27,24,83,76,10,19,8,0,2,9,0,0,3,15,.250,.280,.434,.715,94,33,1,1,1,2,0
28,89,302,285,23,68,14,0,5,30,1,1,12,57,.239,.267,.340,.607,67,97,13,0,2,3,1
23,50,169,152,24,40,8,0,7,19,0,0,13,50,.263,.325,.454,.779,107,69,4,2,0,2,0
24,21,76,67,10,15,2,0,4,11,1,0,9,28,.224,.316,.433,.749,109,29,2,0,0,0,2
25,157,642,557,75,147,24,3,18,72,8,0,80,162,.264,.357,.415,.771,113,231,13,2,0,3,2
24,33,135,116,19,34,6,1,5,17,2,0,15,29,.293,.393,.491,.884,123,57,2,4,0,0,1
25,58,233,209,27,56,10,0,2,23,7,1,18,42,.268,.326,.344,.671,86,72,6,2,0,4,0
26,127,511,458,57,111,18,2,11,49,7,5,34,107,.242,.314,.362,.677,87,166,11,15,2,2,0
23,111,396,356,43,93,18,2,4,34,7,5,28,62,.261,.325,.357,.682,80,127,14,6,5,1,1
24,65,222,202,23,48,12,1,1,21,3,0,14,49,.238,.299,.322,.620,58,65,9,4,1,1,0
25,58,228,211,28,59,4,3,3,10,8,5,14,32,.280,.329,.370,.699,93,78,6,2,0,1,0
26,158,677,635,74,172,25,3,8,53,20,5,28,90,.271,.312,.357,.670,85,227,11,11,1,2,2
24,24,72,65,6,19,2,1,0,3,0,0,4,14,.292,.329,.354,.682,90,23,1,0,2,1,0
25,26,72,59,9,12,2,0,0,11,1,0,7,4,.203,.275,.237,.513,43,14,0,0,3,3,0
26,106,492,449,68,126,23,5,4,29,12,2,33,98,.281,.331,.381,.711,99,171,7,2,5,3,0
27,129,509,454,56,127,27,6,2,45,8,1,46,97,.280,.349,.379,.727,96,172,7,3,4,2,0
28,94,324,290,45,74,16,0,7,34,4,3,27,58,.255,.322,.383,.705,86,111,5,3,1,3,0
29,64,164,140,20,28,6,0,0,7,2,1,19,34,.200,.305,.243,.548,47,34,3,3,0,2,0
30,109,367,321,41,89,18,2,7,46,7,7,37,73,.277,.362,.411,.774,109,132,7,7,0,2,2
31,87,295,259,38,77,14,2,3,31,1,0,28,57,.297,.369,.402,.771,101,104,4,4,0,4,1
32,36,106,95,12,20,6,0,0,5,1,0,9,24,.211,.283,.274,.557,52,26,3,1,0,1,0
32,16,36,30,1,3,0,0,0,1,0,0,4,9,.100,.222,.100,.322,-9,3,2,1,0,1,0
32,20,70,65,11,17,6,0,0,4,1,0,5,15,.262,.314,.354,.668,81,23,1,0,0,0,0
33,76,260,235,21,49,13,1,2,23,5,1,23,49,.209,.281,.298,.579,61,70,5,1,0,1,0
22,13,37,34,3,9,0,0,1,4,0,0,2,7,.265,.324,.353,.677,75,12,0,1,0,0,0
23,35,108,99,8,22,5,0,2,11,0,0,6,24,.222,.269,.333,.602,58,33,2,1,0,2,0
24,83,337,309,51,83,14,1,21,48,0,0,23,53,.269,.323,.524,.848,110,162,5,3,0,2,0
25,29,108,100,3,19,2,1,1,13,0,0,5,17,.190,.231,.260,.491,36,26,1,1,0,2,0
26,75,284,260,26,65,10,3,6,25,0,2,21,34,.250,.310,.381,.691,90,99,6,2,0,1,0
25,21,17,17,3,2,1,0,0,1,0,0,0,7,.118,.118,.176,.294,-21,3,0,0,0,0,0
27,3,7,6,0,0,0,0,0,0,0,0,1,4,.000,.143,.000,.143,-55,0,0,0,0,0,0
28,149,622,581,77,141,26,2,31,90,16,5,32,194,.243,.286,.454,.741,101,264,15,5,0,4,0
24,21,77,74,8,21,4,0,1,9,0,0,3,10,.284,.312,.378,.690,90,28,1,0,0,0,0
25,13,41,38,5,8,0,0,0,5,0,0,3,3,.211,.268,.211,.479,37,8,1,0,0,0,0
26,82,285,265,22,52,13,0,10,32,3,1,15,58,.196,.239,.358,.598,63,95,8,1,1,3,0
28,76,272,253,31,70,15,2,7,25,0,0,15,35,.277,.321,.435,.756,107,110,6,2,1,1,0
23,6,23,22,0,3,0,0,0,1,0,0,0,7,.136,.136,.136,.273,-22,3,0,0,1,0,0
24,47,104,99,12,29,5,0,2,12,5,1,4,23,.293,.317,.404,.721,86,40,5,0,0,1,1
25,95,233,210,17,41,7,2,3,24,2,2,12,62,.195,.253,.290,.544,43,61,6,5,4,2,2
27,34,68,67,6,20,3,0,1,7,1,0,1,13,.299,.309,.388,.697,87,26,2,0,0,0,0
28,15,15,13,0,2,1,0,0,1,0,0,2,4,.154,.267,.231,.497,35,3,2,0,0,0,0
29,113,322,296,47,80,18,2,12,45,4,2,21,85,.270,.326,.466,.792,111,138,5,4,0,1,5
30,108,144,135,14,35,5,2,5,20,0,1,6,44,.259,.294,.437,.731,82,59,5,1,1,1,0
31,9,7,7,2,1,1,0,0,1,0,0,0,4,.143,.143,.286,.429,9,2,0,0,0,0,0
32,90,271,247,23,60,15,2,5,22,7,1,17,64,.243,.296,.381,.676,86,94,3,2,4,1,1
22,63,237,222,42,70,12,4,7,24,5,0,15,59,.315,.359,.500,.859,113,111,3,0,0,0,0
24,77,271,249,31,68,11,3,16,48,5,3,19,68,.273,.325,.534,.859,113,133,4,1,0,2,4
25,100,413,374,67,113,28,5,15,61,4,4,28,110,.302,.353,.524,.877,111,196,3,4,2,5,0
26,24,99,93,9,17,2,2,0,9,1,0,4,28,.183,.222,.247,.470,20,23,0,1,0,1,0
27,63,220,205,19,43,11,0,4,18,2,1,10,59,.210,.247,.322,.569,56,66,3,1,1,3,0
26,19,52,48,5,9,2,0,0,3,1,1,3,16,.188,.231,.229,.460,28,11,0,0,0,1,0
27,64,220,198,26,35,6,1,6,15,4,3,18,66,.177,.259,.308,.567,57,61,2,4,0,0,0
21,33,134,119,20,27,6,1,4,6,8,0,14,43,.227,.308,.395,.703,93,47,0,0,1,0,0
22,49,185,174,14,28,6,2,3,9,10,1,9,60,.161,.207,.270,.477,31,47,3,1,1,0,0
23,43,166,143,15,31,5,0,0,6,11,2,17,32,.217,.315,.252,.567,61,36,2,4,1,1,0
23,20,40,36,5,9,2,0,0,2,2,0,4,10,.250,.325,.306,.631,69,11,0,0,0,0,0
24,7,11,9,2,0,0,0,0,0,0,0,2,4,.000,.182,.000,.182,-44,0,0,0,0,0,0
25,58,154,144,14,30,3,0,6,17,3,1,8,41,.208,.248,.354,.603,64,51,1,0,1,1,0
24,13,48,45,3,4,2,0,0,1,0,0,2,15,.089,.146,.133,.279,-22,6,0,1,0,0,0
25,17,34,32,1,2,1,0,0,1,1,1,1,18,.063,.091,.094,.185,-48,3,0,0,1,0,0
26,1,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,291,2,0,0,0,0,0
27,60,190,173,25,46,12,0,6,22,2,1,13,51,.266,.326,.439,.766,102,76,5,3,0,1,0
28,81,312,288,35,75,12,1,9,32,0,1,22,84,.260,.312,.403,.715,92,116,9,0,1,1,0
29,95,333,319,29,67,15,0,13,35,1,1,13,109,.210,.240,.379,.620,60,121,7,0,0,1,0
31,10,31,31,6,8,1,0,4,7,0,0,0,8,.258,.258,.677,.935,146,21,1,0,0,0,0
23,123,428,387,46,91,18,2,16,58,1,0,33,121,.235,.306,.416,.722,88,161,8,7,0,1,2
24,87,295,256,34,56,20,0,10,36,1,2,32,87,.219,.308,.414,.723,81,106,7,3,0,4,1
25,26,86,78,10,19,1,1,4,9,1,0,7,24,.244,.314,.436,.750,105,34,0,1,0,0,0
26,7,17,16,1,1,0,0,1,1,0,0,1,6,.063,.118,.250,.368,-2,4,0,0,0,0,0
22,23,77,75,7,19,4,1,3,8,4,1,2,30,.253,.273,.453,.726,96,34,2,0,0,0,0
23,5,17,16,1,1,0,0,0,0,1,0,1,10,.063,.118,.063,.180,-48,1,0,0,0,0,0
25,3,7,6,0,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-55,0,0,0,0,0,0
23,14,33,31,5,9,3,0,2,4,1,0,2,9,.290,.333,.581,.914,146,18,0,0,0,0,0
24,30,105,97,14,29,7,0,5,11,0,0,7,18,.299,.346,.526,.872,130,51,1,0,0,0,0
25,19,45,41,2,3,0,0,1,1,0,0,0,11,.073,.073,.146,.220,-42,6,1,0,4,0,0
26,78,217,198,22,50,15,0,1,10,0,0,15,44,.253,.310,.343,.654,79,68,4,2,1,1,0
20,123,514,464,52,126,26,2,15,69,0,1,46,91,.272,.339,.433,.772,106,201,17,2,0,2,0
21,60,243,221,34,58,13,2,9,33,1,0,20,38,.262,.329,.462,.791,115,102,6,2,0,0,1
22,161,698,604,123,188,29,1,48,111,4,1,86,110,.311,.401,.601,1.002,169,363,20,6,0,2,7
22,21,71,69,7,18,4,0,2,7,2,2,1,22,.261,.268,.406,.673,80,28,1,0,0,1,0
23,64,255,231,30,54,10,2,6,28,3,0,21,70,.234,.300,.372,.673,93,86,6,1,2,0,0
24,155,601,556,65,143,23,7,15,45,11,5,42,132,.257,.310,.405,.715,98,225,16,1,1,1,1
25,159,621,568,72,135,27,2,27,75,10,2,51,139,.238,.300,.435,.735,99,247,12,0,1,1,1
26,85,386,342,53,85,19,1,10,40,12,1,38,85,.249,.325,.398,.722,97,136,3,2,1,3,0
27,159,703,632,89,161,35,2,15,70,14,6,61,131,.255,.318,.388,.706,95,245,12,1,2,7,1
28,162,747,657,123,187,43,7,33,92,10,8,87,102,.285,.369,.522,.892,139,343,11,2,0,1,2
29,53,236,211,28,47,9,1,7,23,4,0,25,50,.223,.305,.374,.679,89,79,3,0,0,0,0
30,162,724,652,115,173,39,2,45,102,15,1,66,146,.265,.334,.538,.873,133,351,9,3,0,3,0
21,46,212,196,32,61,18,0,11,21,4,4,14,50,.311,.358,.571,.930,144,112,2,1,0,1,0
22,29,128,123,18,37,9,1,5,23,4,1,5,27,.301,.328,.512,.840,127,63,2,0,0,0,1
23,159,690,640,121,191,30,1,29,102,25,1,40,137,.298,.343,.484,.828,123,310,10,6,0,4,0
25,26,66,60,10,16,4,0,0,6,1,0,4,16,.267,.308,.333,.641,77,20,1,0,1,1,0
26,92,246,222,32,69,13,1,2,17,6,1,22,30,.311,.376,.405,.781,114,90,4,1,1,0,0
24,65,263,249,30,70,8,0,11,35,1,2,9,59,.281,.309,.446,.755,106,111,2,2,1,2,1
25,84,343,314,52,87,19,2,20,50,6,4,20,86,.277,.327,.541,.869,127,170,4,5,1,3,0
26,57,224,208,28,64,14,0,11,33,3,1,14,48,.308,.348,.534,.882,138,111,7,0,0,2,0
27,141,541,500,62,138,28,2,21,84,1,3,32,102,.276,.319,.466,.785,111,233,8,2,1,6,1
22,47,116,110,11,27,6,1,3,8,0,2,5,31,.245,.278,.400,.678,88,44,4,0,1,0,0
23,103,350,323,49,89,23,7,17,47,4,2,22,110,.276,.329,.548,.877,134,177,6,4,0,1,2
24,132,478,446,66,107,29,3,24,68,5,4,28,141,.240,.289,.480,.769,102,214,9,3,0,1,0
25,122,442,412,53,98,25,3,22,59,6,1,26,133,.238,.285,.473,.758,95,195,9,2,0,2,3
26,124,462,424,60,104,32,1,25,61,3,2,27,122,.245,.301,.502,.803,117,213,5,8,0,3,0
27,151,628,586,75,136,29,5,31,80,2,1,35,163,.232,.280,.457,.738,93,268,20,5,0,2,0
28,55,231,216,38,59,9,0,12,35,1,1,13,49,.273,.312,.481,.793,114,104,5,0,0,2,1
29,149,545,511,59,123,25,1,22,81,0,3,27,114,.241,.281,.423,.703,89,216,17,3,0,4,0
23,41,112,100,15,23,7,0,4,11,0,2,11,28,.230,.304,.420,.724,99,42,5,0,0,1,1
24,27,95,88,16,23,6,0,8,20,0,1,6,36,.261,.305,.602,.908,133,53,0,0,0,1,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
24,26,95,88,16,23,6,0,8,20,0,1,6,36,.261,.305,.602,.908,133,53,0,0,0,1,0
25,134,523,476,67,114,29,7,22,57,5,5,41,163,.239,.302,.468,.771,109,223,14,3,0,3,0
26,125,464,417,58,96,19,2,26,65,6,3,45,153,.230,.306,.472,.778,105,197,8,1,0,1,1
27,50,207,190,33,55,7,0,16,34,6,1,14,63,.289,.340,.579,.919,146,110,4,1,0,1,0
28,143,595,550,92,163,29,0,32,116,12,4,36,148,.296,.346,.524,.870,133,288,5,7,0,2,1
24,78,345,295,45,68,8,1,20,51,5,2,39,114,.231,.336,.468,.804,126,138,4,9,0,2,4
25,102,451,388,59,107,19,2,16,41,16,4,50,109,.276,.367,.459,.826,129,178,4,8,2,3,0
26,162,744,644,116,168,29,5,29,82,9,10,88,178,.261,.359,.457,.815,125,294,12,11,0,1,2
27,140,629,548,112,155,29,0,34,85,5,7,64,111,.283,.367,.522,.889,141,286,11,11,0,4,1
28,140,620,544,102,144,26,0,22,71,6,4,64,122,.265,.346,.434,.780,114,236,12,5,0,3,0
29,122,556,479,96,140,20,3,39,96,6,2,67,113,.292,.383,.591,.974,150,283,12,6,0,4,1
30,51,222,189,37,50,6,2,14,32,1,2,24,38,.265,.359,.540,.899,141,102,3,5,0,2,0
31,78,342,299,59,79,19,1,22,50,4,1,37,79,.264,.352,.555,.907,143,166,6,4,0,1,1
24,100,430,354,66,83,17,2,16,48,14,0,71,123,.234,.364,.429,.793,113,152,0,2,0,2,0
25,59,265,220,41,55,16,0,8,28,6,0,41,61,.250,.375,.432,.807,122,95,2,3,0,0,0
26,79,294,250,27,56,10,1,7,27,3,1,37,78,.224,.322,.356,.678,86,89,4,1,1,4,2
23,31,95,81,12,20,6,0,3,8,0,0,9,17,.247,.347,.432,.779,115,35,1,4,0,1,0
24,107,384,347,41,72,12,1,13,43,0,1,31,79,.207,.279,.360,.640,70,125,8,4,1,1,1
25,43,147,120,18,22,3,0,6,20,0,0,21,31,.183,.313,.358,.671,85,43,1,2,3,1,0
26,70,205,184,32,41,13,0,11,28,0,0,17,44,.223,.299,.473,.772,106,87,4,3,1,0,0
21,9,25,24,4,9,2,0,1,3,0,0,1,4,.375,.400,.583,.983,166,14,0,0,0,0,0
22,60,189,165,19,40,8,0,8,24,0,0,19,22,.242,.328,.436,.764,107,72,7,3,0,2,0
24,69,213,194,32,51,13,5,5,17,2,2,16,41,.263,.316,.459,.775,98,89,1,0,1,2,0
25,131,478,436,74,136,27,6,24,76,8,7,37,101,.312,.364,.567,.931,141,247,6,1,0,4,6
26,65,234,224,30,68,18,2,10,31,0,1,10,56,.304,.333,.536,.869,118,120,3,0,0,0,0
27,148,548,510,57,125,36,3,24,70,0,2,33,134,.245,.293,.469,.761,106,239,12,2,0,2,6
28,150,629,588,84,166,33,4,27,62,4,3,35,152,.282,.325,.490,.815,118,288,11,3,0,2,6
29,135,533,504,65,151,35,7,13,55,8,3,21,80,.300,.330,.474,.804,119,239,14,4,0,4,4
30,78,279,260,33,79,28,2,12,59,1,0,16,56,.304,.341,.565,.906,131,147,4,0,0,3,4
30,44,142,127,20,40,18,0,4,25,1,0,13,23,.315,.373,.551,.924,140,70,3,0,0,2,4
30,34,137,133,13,39,10,2,8,34,0,0,3,33,.293,.307,.579,.886,122,77,1,0,0,1,0
31,52,210,194,25,50,5,1,7,17,1,1,15,35,.258,.311,.402,.713,91,78,5,0,0,0,1
32,63,225,205,27,54,12,3,2,14,2,4,16,45,.263,.324,.380,.705,92,78,5,3,0,1,0
32,46,140,131,16,37,6,2,4,15,4,1,9,23,.282,.329,.450,.779,110,59,3,0,0,0,1
23,73,287,269,31,82,10,2,1,18,0,0,16,33,.305,.343,.368,.711,105,99,4,0,1,1,0
24,100,432,382,59,119,27,2,8,37,3,2,38,42,.312,.378,.455,.833,129,174,7,5,3,4,0
25,127,526,464,67,111,21,7,10,62,5,0,50,47,.239,.315,.379,.695,88,176,14,4,3,5,5
26,138,573,511,60,147,28,5,10,53,4,1,46,54,.288,.347,.421,.768,102,215,10,5,3,8,4
27,102,392,358,38,91,14,1,4,24,4,2,26,30,.254,.307,.332,.639,79,119,10,3,1,4,3
28,142,491,438,50,107,21,2,5,39,4,2,43,47,.244,.315,.336,.651,75,147,6,4,2,4,2
28,103,388,344,33,81,17,1,3,27,4,2,36,38,.235,.310,.317,.627,68,109,5,3,1,4,2
28,39,103,94,17,26,4,1,2,12,0,0,7,9,.277,.333,.404,.738,98,38,1,1,1,0,0
29,41,141,120,18,27,6,0,1,7,0,0,20,27,.225,.340,.300,.640,79,36,4,1,0,0,0
30,42,123,114,9,28,6,0,2,11,0,0,8,14,.246,.293,.351,.644,75,40,4,0,0,1,0
30,53,134,122,8,21,3,0,1,7,2,0,9,20,.172,.241,.221,.462,27,27,5,2,1,0,1
25,5,11,10,0,1,0,0,0,0,0,0,1,0,.100,.182,.100,.282,-22,1,0,0,0,0,0
26,20,34,29,4,5,0,0,0,4,0,0,4,4,.172,.273,.172,.445,26,5,0,0,1,0,0
26,12,41,35,4,10,0,1,0,4,1,0,3,9,.286,.325,.343,.668,86,12,0,0,1,2,0
27,17,52,47,7,11,2,1,1,6,0,0,4,7,.234,.308,.383,.691,84,18,1,1,0,0,0
27,12,37,32,5,7,1,1,0,3,0,0,4,5,.219,.324,.313,.637,73,10,0,1,0,0,0
27,5,15,15,2,4,1,0,1,3,0,0,0,2,.267,.267,.533,.800,106,8,1,0,0,0,0
29,39,97,87,10,22,6,0,1,15,1,0,8,12,.253,.313,.356,.669,83,31,1,0,1,1,0
25,13,42,35,7,7,0,0,0,4,0,0,3,11,.200,.293,.200,.493,39,7,0,2,1,1,0
24,18,36,32,2,3,0,0,1,1,0,0,3,11,.094,.194,.188,.382,6,6,0,1,0,0,0
25,12,30,28,2,3,2,0,0,0,0,0,2,12,.107,.167,.179,.345,-5,5,1,0,0,0,0
25,35,90,71,11,19,6,1,2,10,0,0,13,28,.268,.422,.465,.887,145,33,1,6,0,0,0
27,38,49,46,8,10,2,0,0,5,1,0,3,8,.217,.265,.261,.526,40,12,0,0,0,0,0
28,36,77,72,13,16,3,0,1,7,3,0,4,23,.222,.260,.306,.565,45,22,0,0,0,1,0
32,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
22,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
23,45,152,128,18,35,8,0,3,19,0,1,21,19,.273,.368,.406,.775,108,52,4,0,0,3,0
24,159,620,549,75,140,26,6,26,90,2,4,66,117,.255,.334,.466,.800,109,256,15,1,0,4,4
25,148,583,501,74,131,31,4,12,62,2,5,77,104,.261,.357,.411,.768,111,206,12,0,0,5,2
26,143,613,527,94,146,37,3,37,116,0,1,74,118,.277,.367,.569,.936,142,300,11,5,0,7,13
27,57,223,195,22,44,3,0,8,22,0,0,22,59,.226,.305,.364,.669,82,71,3,2,0,4,4
28,144,568,498,75,130,24,1,27,88,0,0,65,101,.261,.347,.476,.823,124,237,22,2,0,3,2
20,125,506,463,53,139,31,5,3,41,10,8,29,71,.300,.347,.408,.755,100,189,14,6,4,4,7
21,158,715,674,91,207,36,9,10,66,22,9,35,96,.307,.341,.432,.773,111,291,20,2,0,4,2
22,162,691,646,78,183,29,12,14,78,25,13,36,100,.283,.323,.430,.753,102,278,15,4,0,5,5
23,161,705,666,59,163,34,2,10,44,9,6,30,129,.245,.284,.347,.631,73,231,21,7,1,1,0
24,134,569,528,58,154,33,1,14,65,4,4,35,100,.292,.339,.438,.777,115,231,18,4,0,2,4
25,151,578,547,52,145,23,2,11,69,5,5,21,91,.265,.296,.375,.671,84,205,18,5,1,4,6
26,151,610,577,63,156,29,1,21,70,4,0,24,118,.270,.300,.433,.734,93,250,15,3,1,5,1
27,112,473,443,66,133,18,1,16,63,2,0,23,93,.300,.338,.454,.792,106,201,9,4,0,3,1
28,154,647,593,76,165,32,2,12,54,6,4,48,124,.278,.329,.400,.729,102,237,18,0,0,6,3
29,162,676,636,68,172,31,4,22,86,2,2,28,111,.270,.300,.436,.736,92,277,23,3,0,9,2
30,16,63,60,9,16,3,1,2,4,0,0,3,13,.267,.302,.450,.752,100,27,0,0,0,0,0
31,87,346,315,25,89,20,0,3,38,0,1,26,62,.283,.333,.375,.708,95,118,6,0,0,4,1
20,13,27,24,2,6,1,2,0,4,0,1,0,6,.250,.308,.458,.766,94,11,2,2,1,0,0
21,21,66,59,8,17,3,1,3,10,3,2,4,12,.288,.348,.525,.874,127,31,2,2,0,1,0
22,155,617,546,86,139,33,3,17,65,28,9,35,140,.255,.326,.419,.745,91,229,6,25,6,5,3
23,52,189,168,20,37,5,1,3,15,4,1,9,53,.220,.293,.315,.608,66,53,0,9,1,2,0
24,107,369,315,37,64,21,1,2,19,8,6,33,85,.203,.310,.295,.605,69,93,7,16,4,1,3
19,116,494,414,77,121,25,1,22,70,5,2,79,99,.292,.406,.517,.923,142,214,9,0,1,0,10
20,150,659,542,110,153,32,5,34,110,12,1,108,132,.282,.401,.548,.949,142,297,11,3,0,6,3
21,47,196,154,39,54,14,0,13,37,6,2,41,28,.351,.490,.695,1.185,217,107,1,1,0,0,12
